cliente_id,ano_mes,diasConse,login_flag,churn_flag,risco,perfil
820,2025-08,0.0,4,0,Estado de alerta,weekend
820,2025-09,0.0,5,0,Estado de alerta,weekend
820,2025-10,0.0,4,0,Estado de alerta,weekend
820,2025-11,0.0,4,0,Estado de alerta,weekend
820,2025-12,0.0,5,0,Estado de alerta,weekend
820,2026-01,0.0,5,0,Estado de alerta,weekend
821,2025-07,0.0,3,0,Estado de alerta,chronic
821,2025-08,0.0,2,0,Estado de alerta,chronic
821,2025-09,0.0,2,0,Estado de alerta,chronic
821,2025-10,0.0,2,0,Estado de alerta,chronic
821,2025-11,0.0,2,0,Estado de alerta,chronic
821,2025-12,0.0,2,0,Estado de alerta,chronic
821,2026-01,0.0,2,0,Estado de alerta,chronic
822,2025-07,0.0,18,0,Estado de alerta,heavy
822,2025-08,0.0,18,0,Estado de alerta,heavy
822,2025-09,0.0,16,0,Estado de alerta,heavy
822,2025-10,0.0,17,0,Estado de alerta,heavy
822,2025-11,0.0,17,0,Estado de alerta,heavy
822,2025-12,0.0,19,0,Estado de alerta,heavy
822,2026-01,0.0,16,0,Estado de alerta,heavy
823,2025-07,0.0,5,0,Estado de alerta,weekend
823,2025-08,0.0,4,0,Estado de alerta,weekend
823,2025-09,0.0,4,0,Estado de alerta,weekend
823,2025-10,0.0,4,0,Estado de alerta,weekend
823,2025-11,0.0,4,0,Estado de alerta,weekend
823,2025-12,0.0,6,0,Estado de alerta,weekend
823,2026-01,0.0,5,0,Estado de alerta,weekend
824,2025-07,0.0,11,0,Estado de alerta,gradual
824,2025-08,0.0,16,0,Estado de alerta,gradual
824,2025-09,0.0,16,0,Estado de alerta,gradual
824,2025-10,0.0,17,0,Estado de alerta,gradual
824,2025-11,0.0,14,0,Estado de alerta,gradual
824,2025-12,0.0,14,0,Estado de alerta,gradual
824,2026-01,0.0,14,0,Estado de alerta,gradual
825,2025-07,0.0,13,0,Estado de alerta,gradual
825,2025-08,0.0,12,0,Estado de alerta,gradual
825,2025-09,0.0,13,0,Estado de alerta,gradual
825,2025-10,0.0,14,0,Estado de alerta,gradual
825,2025-11,0.0,14,0,Estado de alerta,gradual
825,2025-12,0.0,14,0,Estado de alerta,gradual
825,2026-01,0.0,12,0,Estado de alerta,gradual
826,2025-07,0.0,2,0,Estado de alerta,chronic
826,2025-08,0.0,1,0,Estado de alerta,chronic
826,2025-09,0.0,2,0,Estado de alerta,chronic
826,2025-10,0.0,1,0,Estado de alerta,chronic
826,2025-11,0.0,2,0,Estado de alerta,chronic
826,2025-12,0.0,1,0,Estado de alerta,chronic
826,2026-01,0.0,2,0,Estado de alerta,chronic
827,2025-07,0.0,6,0,Estado de alerta,weekend
827,2025-08,0.0,6,0,Estado de alerta,weekend
827,2025-09,0.0,6,0,Estado de alerta,weekend
827,2025-10,0.0,4,0,Estado de alerta,weekend
827,2025-11,0.0,4,0,Estado de alerta,weekend
827,2025-12,0.0,7,0,Estado de alerta,weekend
827,2026-01,0.0,5,0,Estado de alerta,weekend
828,2025-07,0.0,6,0,Estado de alerta,weekend
828,2025-08,0.0,7,0,Estado de alerta,weekend
828,2025-09,0.0,4,0,Estado de alerta,weekend
828,2025-10,0.0,6,0,Estado de alerta,weekend
828,2025-11,0.0,5,0,Estado de alerta,weekend
828,2025-12,0.0,5,0,Estado de alerta,weekend
828,2026-01,0.0,5,0,Estado de alerta,weekend
829,2025-07,0.0,2,0,Estado de alerta,chronic
829,2025-08,0.0,2,0,Estado de alerta,chronic
829,2025-09,0.0,2,0,Estado de alerta,chronic
829,2025-10,0.0,1,0,Estado de alerta,chronic
829,2025-11,0.0,1,0,Estado de alerta,chronic
829,2025-12,0.0,1,0,Estado de alerta,chronic
829,2026-01,0.0,2,0,Estado de alerta,chronic
830,2025-07,0.0,13,0,Estado de alerta,gradual
830,2025-08,0.0,11,0,Estado de alerta,gradual
830,2025-09,0.0,12,0,Estado de alerta,gradual
830,2025-10,0.0,15,0,Estado de alerta,gradual
830,2025-11,0.0,15,0,Estado de alerta,gradual
830,2025-12,0.0,14,0,Estado de alerta,gradual
830,2026-01,0.0,15,0,Estado de alerta,gradual
831,2025-07,0.0,5,0,Estado de alerta,weekend
831,2025-08,0.0,4,0,Estado de alerta,weekend
831,2025-09,0.0,6,0,Estado de alerta,weekend
831,2025-10,0.0,4,0,Estado de alerta,weekend
831,2025-11,0.0,6,0,Estado de alerta,weekend
831,2025-12,0.0,7,0,Estado de alerta,weekend
831,2026-01,0.0,5,0,Estado de alerta,weekend
832,2025-07,0.0,13,0,Estado de alerta,gradual
832,2025-08,0.0,14,0,Estado de alerta,gradual
832,2025-09,0.0,14,0,Estado de alerta,gradual
832,2025-10,0.0,18,0,Estado de alerta,gradual
832,2025-11,0.0,13,0,Estado de alerta,gradual
832,2025-12,0.0,14,0,Estado de alerta,gradual
832,2026-01,0.0,16,0,Estado de alerta,gradual
833,2025-07,0.0,15,0,Estado de alerta,heavy
833,2025-08,0.0,19,0,Estado de alerta,heavy
833,2025-09,0.0,19,0,Estado de alerta,heavy
833,2025-10,0.0,16,0,Estado de alerta,heavy
833,2025-11,0.0,17,0,Estado de alerta,heavy
833,2025-12,0.0,21,0,Estado de alerta,heavy
833,2026-01,0.0,16,0,Estado de alerta,heavy
834,2025-07,0.0,5,0,Estado de alerta,weekend
834,2025-08,0.0,6,0,Estado de alerta,weekend
834,2025-09,0.0,5,0,Estado de alerta,weekend
834,2025-10,0.0,6,0,Estado de alerta,weekend
834,2025-11,0.0,6,0,Estado de alerta,weekend
834,2025-12,0.0,4,0,Estado de alerta,weekend
834,2026-01,0.0,5,0,Estado de alerta,weekend
835,2025-07,0.0,15,0,Estado de alerta,gradual
835,2025-08,0.0,14,0,Estado de alerta,gradual
835,2025-09,0.0,15,0,Estado de alerta,gradual
835,2025-10,0.0,13,0,Estado de alerta,gradual
835,2025-11,0.0,15,0,Estado de alerta,gradual
835,2025-12,0.0,17,0,Estado de alerta,gradual
835,2026-01,0.0,15,0,Estado de alerta,gradual
836,2025-07,0.0,15,0,Estado de alerta,gradual
836,2025-08,0.0,15,0,Estado de alerta,gradual
836,2025-09,0.0,18,0,Estado de alerta,gradual
836,2025-10,0.0,16,0,Estado de alerta,gradual
836,2025-11,0.0,14,0,Estado de alerta,gradual
836,2025-12,0.0,14,0,Estado de alerta,gradual
836,2026-01,0.0,13,0,Estado de alerta,gradual
837,2025-07,0.0,2,0,Estado de alerta,chronic
837,2025-08,0.0,2,0,Estado de alerta,chronic
837,2025-09,0.0,2,0,Estado de alerta,chronic
837,2025-10,0.0,2,0,Estado de alerta,chronic
837,2025-11,0.0,3,0,Estado de alerta,chronic
837,2025-12,0.0,3,0,Estado de alerta,chronic
837,2026-01,0.0,2,0,Estado de alerta,chronic
838,2025-07,0.0,14,0,Estado de alerta,gradual
838,2025-08,0.0,14,0,Estado de alerta,gradual
838,2025-09,0.0,15,0,Estado de alerta,gradual
838,2025-10,0.0,14,0,Estado de alerta,gradual
838,2025-11,0.0,17,0,Estado de alerta,gradual
838,2025-12,0.0,14,0,Estado de alerta,gradual
838,2026-01,0.0,17,0,Estado de alerta,gradual
839,2025-07,0.0,13,0,Estado de alerta,gradual
839,2025-08,0.0,18,0,Estado de alerta,gradual
839,2025-09,0.0,17,0,Estado de alerta,gradual
839,2025-10,0.0,16,0,Estado de alerta,gradual
839,2025-11,0.0,10,0,Estado de alerta,gradual
839,2025-12,0.0,13,0,Estado de alerta,gradual
839,2026-01,0.0,12,0,Estado de alerta,gradual
840,2025-07,0.0,2,0,Estado de alerta,chronic
840,2025-08,0.0,2,0,Estado de alerta,chronic
840,2025-09,0.0,2,0,Estado de alerta,chronic
840,2025-10,0.0,2,0,Estado de alerta,chronic
840,2025-11,0.0,1,0,Estado de alerta,chronic
840,2025-12,0.0,3,0,Estado de alerta,chronic
840,2026-01,0.0,2,0,Estado de alerta,chronic
841,2025-07,0.0,21,0,Estado de alerta,heavy
841,2025-08,0.0,15,0,Estado de alerta,heavy
841,2025-09,0.0,16,0,Estado de alerta,heavy
841,2025-10,0.0,17,0,Estado de alerta,heavy
841,2025-11,0.0,17,0,Estado de alerta,heavy
841,2025-12,0.0,18,0,Estado de alerta,heavy
841,2026-01,0.0,18,0,Estado de alerta,heavy
842,2025-07,0.0,2,0,Estado de alerta,chronic
842,2025-08,0.0,2,0,Estado de alerta,chronic
842,2025-09,0.0,2,0,Estado de alerta,chronic
842,2025-10,0.0,2,0,Estado de alerta,chronic
842,2025-11,0.0,1,0,Estado de alerta,chronic
842,2025-12,0.0,2,0,Estado de alerta,chronic
842,2026-01,0.0,1,0,Estado de alerta,chronic
843,2025-07,0.0,6,0,Estado de alerta,weekend
843,2025-08,0.0,5,0,Estado de alerta,weekend
843,2025-09,0.0,5,0,Estado de alerta,weekend
843,2025-10,0.0,5,0,Estado de alerta,weekend
843,2025-11,0.0,3,0,Estado de alerta,weekend
843,2025-12,0.0,5,0,Estado de alerta,weekend
843,2026-01,0.0,5,0,Estado de alerta,weekend
844,2025-07,0.0,1,0,Estado de alerta,chronic
844,2025-08,0.0,2,0,Estado de alerta,chronic
844,2025-09,0.0,3,0,Estado de alerta,chronic
844,2025-10,0.0,1,0,Estado de alerta,chronic
844,2025-11,0.0,3,0,Estado de alerta,chronic
844,2025-12,0.0,2,0,Estado de alerta,chronic
844,2026-01,0.0,1,0,Estado de alerta,chronic
845,2025-07,0.0,17,0,Estado de alerta,heavy
845,2025-08,0.0,17,0,Estado de alerta,heavy
845,2025-09,0.0,16,0,Estado de alerta,heavy
845,2025-10,0.0,15,0,Estado de alerta,heavy
845,2025-11,0.0,20,0,Estado de alerta,heavy
845,2025-12,0.0,19,0,Estado de alerta,heavy
845,2026-01,0.0,19,0,Estado de alerta,heavy
846,2025-07,0.0,16,0,Estado de alerta,gradual
846,2025-08,0.0,15,0,Estado de alerta,gradual
846,2025-09,0.0,17,0,Estado de alerta,gradual
846,2025-10,0.0,9,0,Estado de alerta,gradual
846,2025-11,0.0,17,0,Estado de alerta,gradual
846,2025-12,0.0,16,0,Estado de alerta,gradual
846,2026-01,0.0,15,0,Estado de alerta,gradual
847,2025-07,0.0,18,0,Estado de alerta,heavy
847,2025-08,0.0,17,0,Estado de alerta,heavy
847,2025-09,0.0,18,0,Estado de alerta,heavy
847,2025-10,0.0,16,0,Estado de alerta,heavy
847,2025-11,0.0,17,0,Estado de alerta,heavy
847,2025-12,0.0,17,0,Estado de alerta,heavy
847,2026-01,0.0,19,0,Estado de alerta,heavy
848,2025-07,0.0,2,0,Estado de alerta,chronic
848,2025-08,0.0,2,0,Estado de alerta,chronic
848,2025-09,0.0,1,0,Estado de alerta,chronic
848,2025-10,0.0,3,0,Estado de alerta,chronic
848,2025-11,0.0,2,0,Estado de alerta,chronic
848,2025-12,0.0,2,0,Estado de alerta,chronic
848,2026-01,0.0,2,0,Estado de alerta,chronic
849,2025-07,0.0,15,0,Estado de alerta,gradual
849,2025-08,0.0,12,0,Estado de alerta,gradual
849,2025-09,0.0,16,0,Estado de alerta,gradual
849,2025-10,0.0,17,0,Estado de alerta,gradual
849,2025-11,0.0,18,0,Estado de alerta,gradual
849,2025-12,0.0,12,0,Estado de alerta,gradual
849,2026-01,0.0,15,0,Estado de alerta,gradual
850,2025-07,0.0,17,0,Estado de alerta,gradual
850,2025-08,0.0,14,0,Estado de alerta,gradual
850,2025-09,0.0,13,0,Estado de alerta,gradual
850,2025-10,0.0,18,0,Estado de alerta,gradual
850,2025-11,0.0,11,0,Estado de alerta,gradual
850,2025-12,0.0,15,0,Estado de alerta,gradual
850,2026-01,0.0,15,0,Estado de alerta,gradual
851,2025-07,0.0,18,0,Estado de alerta,heavy
851,2025-08,0.0,18,0,Estado de alerta,heavy
851,2025-09,0.0,18,0,Estado de alerta,heavy
851,2025-10,0.0,18,0,Estado de alerta,heavy
851,2025-11,0.0,16,0,Estado de alerta,heavy
851,2025-12,0.0,17,0,Estado de alerta,heavy
851,2026-01,0.0,17,0,Estado de alerta,heavy
852,2025-07,0.0,1,0,Estado de alerta,chronic
852,2025-08,0.0,2,0,Estado de alerta,chronic
852,2025-09,0.0,2,0,Estado de alerta,chronic
852,2025-10,0.0,2,0,Estado de alerta,chronic
852,2025-11,0.0,3,0,Estado de alerta,chronic
852,2025-12,0.0,2,0,Estado de alerta,chronic
852,2026-01,0.0,3,0,Estado de alerta,chronic
853,2025-07,0.0,4,0,Estado de alerta,weekend
853,2025-08,0.0,5,0,Estado de alerta,weekend
853,2025-09,0.0,6,0,Estado de alerta,weekend
853,2025-10,0.0,4,0,Estado de alerta,weekend
853,2025-11,0.0,7,0,Estado de alerta,weekend
853,2025-12,0.0,4,0,Estado de alerta,weekend
853,2026-01,0.0,4,0,Estado de alerta,weekend
854,2025-07,0.0,2,0,Estado de alerta,chronic
854,2025-08,0.0,2,0,Estado de alerta,chronic
854,2025-09,0.0,1,0,Estado de alerta,chronic
854,2025-10,0.0,2,0,Estado de alerta,chronic
854,2025-11,0.0,2,0,Estado de alerta,chronic
854,2025-12,0.0,1,0,Estado de alerta,chronic
854,2026-01,0.0,1,0,Estado de alerta,chronic
855,2025-07,0.0,4,0,Estado de alerta,weekend
855,2025-08,0.0,4,0,Estado de alerta,weekend
855,2025-09,0.0,6,0,Estado de alerta,weekend
855,2025-10,0.0,4,0,Estado de alerta,weekend
855,2025-11,0.0,4,0,Estado de alerta,weekend
855,2025-12,0.0,4,0,Estado de alerta,weekend
855,2026-01,0.0,5,0,Estado de alerta,weekend
856,2025-07,0.0,4,0,Estado de alerta,weekend
856,2025-08,0.0,6,0,Estado de alerta,weekend
856,2025-09,0.0,3,0,Estado de alerta,weekend
856,2025-10,0.0,5,0,Estado de alerta,weekend
856,2025-11,0.0,3,0,Estado de alerta,weekend
856,2025-12,0.0,5,0,Estado de alerta,weekend
856,2026-01,0.0,4,0,Estado de alerta,weekend
857,2025-07,0.0,15,0,Estado de alerta,heavy
857,2025-08,0.0,19,0,Estado de alerta,heavy
857,2025-09,0.0,18,0,Estado de alerta,heavy
857,2025-10,0.0,17,0,Estado de alerta,heavy
857,2025-11,0.0,17,0,Estado de alerta,heavy
857,2025-12,0.0,18,0,Estado de alerta,heavy
857,2026-01,0.0,17,0,Estado de alerta,heavy
858,2025-07,0.0,14,0,Estado de alerta,gradual
858,2025-08,0.0,13,0,Estado de alerta,gradual
858,2025-09,0.0,18,0,Estado de alerta,gradual
858,2025-10,0.0,13,0,Estado de alerta,gradual
858,2025-11,0.0,16,0,Estado de alerta,gradual
858,2025-12,0.0,13,0,Estado de alerta,gradual
858,2026-01,0.0,13,0,Estado de alerta,gradual
859,2025-07,0.0,17,0,Estado de alerta,gradual
859,2025-08,0.0,20,0,Estado de alerta,gradual
859,2025-09,0.0,21,0,Estado de alerta,gradual
859,2025-10,0.0,13,0,Estado de alerta,gradual
859,2025-11,0.0,18,0,Estado de alerta,gradual
859,2025-12,0.0,15,0,Estado de alerta,gradual
859,2026-01,0.0,13,0,Estado de alerta,gradual
860,2025-07,0.0,16,0,Estado de alerta,heavy
860,2025-08,0.0,15,0,Estado de alerta,heavy
860,2025-09,0.0,17,0,Estado de alerta,heavy
860,2025-10,0.0,18,0,Estado de alerta,heavy
860,2025-11,0.0,17,0,Estado de alerta,heavy
860,2025-12,0.0,16,0,Estado de alerta,heavy
860,2026-01,0.0,18,0,Estado de alerta,heavy
861,2025-07,0.0,2,0,Estado de alerta,chronic
861,2025-08,0.0,3,0,Estado de alerta,chronic
861,2025-09,0.0,3,0,Estado de alerta,chronic
861,2025-10,0.0,3,0,Estado de alerta,chronic
861,2025-11,0.0,2,0,Estado de alerta,chronic
861,2025-12,0.0,1,0,Estado de alerta,chronic
861,2026-01,0.0,2,0,Estado de alerta,chronic
862,2025-07,0.0,19,0,Estado de alerta,gradual
862,2025-08,0.0,15,0,Estado de alerta,gradual
862,2025-09,0.0,14,0,Estado de alerta,gradual
862,2025-10,0.0,16,0,Estado de alerta,gradual
862,2025-11,0.0,16,0,Estado de alerta,gradual
862,2025-12,0.0,16,0,Estado de alerta,gradual
862,2026-01,0.0,17,0,Estado de alerta,gradual
863,2025-07,0.0,11,0,Estado de alerta,gradual
863,2025-08,0.0,14,0,Estado de alerta,gradual
863,2025-09,0.0,13,0,Estado de alerta,gradual
863,2025-10,0.0,16,0,Estado de alerta,gradual
863,2025-11,0.0,13,0,Estado de alerta,gradual
863,2025-12,0.0,18,0,Estado de alerta,gradual
863,2026-01,0.0,13,0,Estado de alerta,gradual
864,2025-07,0.0,15,0,Estado de alerta,gradual
864,2025-08,0.0,15,0,Estado de alerta,gradual
864,2025-09,0.0,14,0,Estado de alerta,gradual
864,2025-10,0.0,19,0,Estado de alerta,gradual
864,2025-11,0.0,14,0,Estado de alerta,gradual
864,2025-12,0.0,15,0,Estado de alerta,gradual
864,2026-01,0.0,16,0,Estado de alerta,gradual
865,2025-07,0.0,13,0,Estado de alerta,gradual
865,2025-08,0.0,14,0,Estado de alerta,gradual
865,2025-09,0.0,15,0,Estado de alerta,gradual
865,2025-10,0.0,16,0,Estado de alerta,gradual
865,2025-11,0.0,14,0,Estado de alerta,gradual
865,2025-12,0.0,9,0,Estado de alerta,gradual
865,2026-01,0.0,16,0,Estado de alerta,gradual
866,2025-07,0.0,13,0,Estado de alerta,gradual
866,2025-08,0.0,13,0,Estado de alerta,gradual
866,2025-09,0.0,12,0,Estado de alerta,gradual
866,2025-10,0.0,11,0,Estado de alerta,gradual
866,2025-11,0.0,11,0,Estado de alerta,gradual
866,2025-12,0.0,18,0,Estado de alerta,gradual
866,2026-01,0.0,12,0,Estado de alerta,gradual
867,2025-07,0.0,4,0,Estado de alerta,weekend
867,2025-08,0.0,5,0,Estado de alerta,weekend
867,2025-09,0.0,5,0,Estado de alerta,weekend
867,2025-10,0.0,6,0,Estado de alerta,weekend
867,2025-11,0.0,4,0,Estado de alerta,weekend
867,2025-12,0.0,5,0,Estado de alerta,weekend
867,2026-01,0.0,4,0,Estado de alerta,weekend
868,2025-07,0.0,5,0,Estado de alerta,weekend
868,2025-08,0.0,4,0,Estado de alerta,weekend
868,2025-09,0.0,3,0,Estado de alerta,weekend
868,2025-10,0.0,4,0,Estado de alerta,weekend
868,2025-11,0.0,6,0,Estado de alerta,weekend
868,2025-12,0.0,5,0,Estado de alerta,weekend
868,2026-01,0.0,5,0,Estado de alerta,weekend
869,2025-07,0.0,2,0,Estado de alerta,chronic
869,2025-08,0.0,2,0,Estado de alerta,chronic
869,2025-09,0.0,1,0,Estado de alerta,chronic
869,2025-10,0.0,1,0,Estado de alerta,chronic
869,2025-11,0.0,2,0,Estado de alerta,chronic
869,2025-12,0.0,3,0,Estado de alerta,chronic
869,2026-01,0.0,2,0,Estado de alerta,chronic
870,2025-07,0.0,2,0,Estado de alerta,chronic
870,2025-08,0.0,2,0,Estado de alerta,chronic
870,2025-09,0.0,2,0,Estado de alerta,chronic
870,2025-10,0.0,2,0,Estado de alerta,chronic
870,2025-11,0.0,2,0,Estado de alerta,chronic
870,2025-12,0.0,2,0,Estado de alerta,chronic
870,2026-01,0.0,2,0,Estado de alerta,chronic
871,2025-07,0.0,16,0,Estado de alerta,gradual
871,2025-08,0.0,18,0,Estado de alerta,gradual
871,2025-09,0.0,13,0,Estado de alerta,gradual
871,2025-10,0.0,15,0,Estado de alerta,gradual
871,2025-11,0.0,15,0,Estado de alerta,gradual
871,2025-12,0.0,17,0,Estado de alerta,gradual
871,2026-01,0.0,14,0,Estado de alerta,gradual
872,2025-07,0.0,5,0,Estado de alerta,weekend
872,2025-08,0.0,4,0,Estado de alerta,weekend
872,2025-09,0.0,6,0,Estado de alerta,weekend
872,2025-10,0.0,6,0,Estado de alerta,weekend
872,2025-11,0.0,3,0,Estado de alerta,weekend
872,2025-12,0.0,5,0,Estado de alerta,weekend
872,2026-01,0.0,4,0,Estado de alerta,weekend
873,2025-07,0.0,3,0,Estado de alerta,chronic
873,2025-08,0.0,2,0,Estado de alerta,chronic
873,2025-09,0.0,2,0,Estado de alerta,chronic
873,2025-10,0.0,2,0,Estado de alerta,chronic
873,2025-11,0.0,2,0,Estado de alerta,chronic
873,2025-12,0.0,2,0,Estado de alerta,chronic
873,2026-01,0.0,1,0,Estado de alerta,chronic
874,2025-07,0.0,19,0,Estado de alerta,gradual
874,2025-08,0.0,14,0,Estado de alerta,gradual
874,2025-09,0.0,14,0,Estado de alerta,gradual
874,2025-10,0.0,17,0,Estado de alerta,gradual
874,2025-11,0.0,16,0,Estado de alerta,gradual
874,2025-12,0.0,20,0,Estado de alerta,gradual
874,2026-01,0.0,16,0,Estado de alerta,gradual
875,2025-07,0.0,19,0,Estado de alerta,heavy
875,2025-08,0.0,15,0,Estado de alerta,heavy
875,2025-09,0.0,16,0,Estado de alerta,heavy
875,2025-10,0.0,16,0,Estado de alerta,heavy
875,2025-11,0.0,16,0,Estado de alerta,heavy
875,2025-12,0.0,17,0,Estado de alerta,heavy
875,2026-01,0.0,16,0,Estado de alerta,heavy
876,2025-07,0.0,4,0,Estado de alerta,weekend
876,2025-08,0.0,4,0,Estado de alerta,weekend
876,2025-09,0.0,5,0,Estado de alerta,weekend
876,2025-10,0.0,6,0,Estado de alerta,weekend
876,2025-11,0.0,5,0,Estado de alerta,weekend
876,2025-12,0.0,4,0,Estado de alerta,weekend
876,2026-01,0.0,5,0,Estado de alerta,weekend
877,2025-07,0.0,2,0,Estado de alerta,chronic
877,2025-08,0.0,1,0,Estado de alerta,chronic
877,2025-09,0.0,2,0,Estado de alerta,chronic
877,2025-10,0.0,2,0,Estado de alerta,chronic
877,2025-11,0.0,3,0,Estado de alerta,chronic
877,2025-12,0.0,2,0,Estado de alerta,chronic
877,2026-01,0.0,2,0,Estado de alerta,chronic
878,2025-07,0.0,2,0,Estado de alerta,chronic
878,2025-08,0.0,2,0,Estado de alerta,chronic
878,2025-09,0.0,2,0,Estado de alerta,chronic
878,2025-10,0.0,1,0,Estado de alerta,chronic
878,2025-11,0.0,2,0,Estado de alerta,chronic
878,2025-12,0.0,2,0,Estado de alerta,chronic
878,2026-01,0.0,2,0,Estado de alerta,chronic
879,2025-07,0.0,19,0,Estado de alerta,heavy
879,2025-08,0.0,17,0,Estado de alerta,heavy
879,2025-09,0.0,18,0,Estado de alerta,heavy
879,2025-10,0.0,15,0,Estado de alerta,heavy
879,2025-11,0.0,18,0,Estado de alerta,heavy
879,2025-12,0.0,21,0,Estado de alerta,heavy
879,2026-01,0.0,18,0,Estado de alerta,heavy
880,2025-07,0.0,5,0,Estado de alerta,weekend
880,2025-08,0.0,5,0,Estado de alerta,weekend
880,2025-09,0.0,5,0,Estado de alerta,weekend
880,2025-10,0.0,5,0,Estado de alerta,weekend
880,2025-11,0.0,4,0,Estado de alerta,weekend
880,2025-12,0.0,4,0,Estado de alerta,weekend
880,2026-01,0.0,5,0,Estado de alerta,weekend
881,2025-07,0.0,6,0,Estado de alerta,weekend
881,2025-08,0.0,6,0,Estado de alerta,weekend
881,2025-09,0.0,5,0,Estado de alerta,weekend
881,2025-10,0.0,5,0,Estado de alerta,weekend
881,2025-11,0.0,5,0,Estado de alerta,weekend
881,2025-12,0.0,4,0,Estado de alerta,weekend
881,2026-01,0.0,6,0,Estado de alerta,weekend
882,2025-07,0.0,2,0,Estado de alerta,chronic
882,2025-08,0.0,2,0,Estado de alerta,chronic
882,2025-09,0.0,2,0,Estado de alerta,chronic
882,2025-10,0.0,3,0,Estado de alerta,chronic
882,2025-11,0.0,1,0,Estado de alerta,chronic
882,2025-12,0.0,2,0,Estado de alerta,chronic
882,2026-01,0.0,2,0,Estado de alerta,chronic
883,2025-07,0.0,16,0,Estado de alerta,heavy
883,2025-08,0.0,18,0,Estado de alerta,heavy
883,2025-09,0.0,20,0,Estado de alerta,heavy
883,2025-10,0.0,18,0,Estado de alerta,heavy
883,2025-11,0.0,19,0,Estado de alerta,heavy
883,2025-12,0.0,20,0,Estado de alerta,heavy
883,2026-01,0.0,19,0,Estado de alerta,heavy
884,2025-07,0.0,18,0,Estado de alerta,heavy
884,2025-08,0.0,16,0,Estado de alerta,heavy
884,2025-09,0.0,17,0,Estado de alerta,heavy
884,2025-10,0.0,19,0,Estado de alerta,heavy
884,2025-11,0.0,15,0,Estado de alerta,heavy
884,2025-12,0.0,20,0,Estado de alerta,heavy
884,2026-01,0.0,19,0,Estado de alerta,heavy
885,2025-07,0.0,3,0,Estado de alerta,chronic
885,2025-08,0.0,1,0,Estado de alerta,chronic
885,2025-09,0.0,3,0,Estado de alerta,chronic
885,2025-10,0.0,3,0,Estado de alerta,chronic
885,2025-11,0.0,2,0,Estado de alerta,chronic
885,2025-12,0.0,1,0,Estado de alerta,chronic
885,2026-01,0.0,2,0,Estado de alerta,chronic
886,2025-07,0.0,5,0,Estado de alerta,weekend
886,2025-08,0.0,6,0,Estado de alerta,weekend
886,2025-09,0.0,5,0,Estado de alerta,weekend
886,2025-10,0.0,5,0,Estado de alerta,weekend
886,2025-11,0.0,5,0,Estado de alerta,weekend
886,2025-12,0.0,6,0,Estado de alerta,weekend
886,2026-01,0.0,6,0,Estado de alerta,weekend
887,2025-07,0.0,2,0,Estado de alerta,chronic
887,2025-08,0.0,1,0,Estado de alerta,chronic
887,2025-09,0.0,2,0,Estado de alerta,chronic
887,2025-10,0.0,2,0,Estado de alerta,chronic
887,2025-11,0.0,2,0,Estado de alerta,chronic
887,2025-12,0.0,2,0,Estado de alerta,chronic
887,2026-01,0.0,3,0,Estado de alerta,chronic
888,2025-07,0.0,7,0,Estado de alerta,weekend
888,2025-08,0.0,5,0,Estado de alerta,weekend
888,2025-09,0.0,3,0,Estado de alerta,weekend
888,2025-10,0.0,3,0,Estado de alerta,weekend
888,2025-11,0.0,4,0,Estado de alerta,weekend
888,2025-12,0.0,3,0,Estado de alerta,weekend
888,2026-01,0.0,5,0,Estado de alerta,weekend
889,2025-07,0.0,16,0,Estado de alerta,heavy
889,2025-08,0.0,15,0,Estado de alerta,heavy
889,2025-09,0.0,18,0,Estado de alerta,heavy
889,2025-10,0.0,17,0,Estado de alerta,heavy
889,2025-11,0.0,20,0,Estado de alerta,heavy
889,2025-12,0.0,17,0,Estado de alerta,heavy
889,2026-01,0.0,17,0,Estado de alerta,heavy
890,2025-07,0.0,5,0,Estado de alerta,weekend
890,2025-08,0.0,4,0,Estado de alerta,weekend
890,2025-09,0.0,4,0,Estado de alerta,weekend
890,2025-10,0.0,6,0,Estado de alerta,weekend
890,2025-11,0.0,5,0,Estado de alerta,weekend
890,2025-12,0.0,3,0,Estado de alerta,weekend
890,2026-01,0.0,3,0,Estado de alerta,weekend
891,2025-07,0.0,2,0,Estado de alerta,chronic
891,2025-08,0.0,2,0,Estado de alerta,chronic
891,2025-09,0.0,1,0,Estado de alerta,chronic
891,2025-10,0.0,2,0,Estado de alerta,chronic
891,2025-11,0.0,1,0,Estado de alerta,chronic
891,2025-12,0.0,2,0,Estado de alerta,chronic
891,2026-01,0.0,3,0,Estado de alerta,chronic
892,2025-07,0.0,1,0,Estado de alerta,chronic
892,2025-08,0.0,2,0,Estado de alerta,chronic
892,2025-09,0.0,3,0,Estado de alerta,chronic
892,2025-10,0.0,2,0,Estado de alerta,chronic
892,2025-11,0.0,2,0,Estado de alerta,chronic
892,2025-12,0.0,2,0,Estado de alerta,chronic
892,2026-01,0.0,1,0,Estado de alerta,chronic
893,2025-07,0.0,2,0,Estado de alerta,chronic
893,2025-08,0.0,2,0,Estado de alerta,chronic
893,2025-09,0.0,2,0,Estado de alerta,chronic
893,2025-10,0.0,2,0,Estado de alerta,chronic
893,2025-11,0.0,2,0,Estado de alerta,chronic
893,2025-12,0.0,2,0,Estado de alerta,chronic
893,2026-01,0.0,2,0,Estado de alerta,chronic
